415701,Chiplun,yes
415708,Khed,yes
415709,Khed,yes
415710,Khed,yes
415718,Chiplun,yes
415722,Khed,yes
415727,Khed,yes
415730,Khed,yes
416102,Sangli,yes
416103,Sangli,yes
416104,Sangli,yes
416105,Sangli,yes
416106,Ichalkaranji,yes
416107,Ichalkaranji,yes
416109,Ichalkaranji,yes
416111,Sangli,yes
416116,Ichalkaranji,yes
416118,Kolhapur,yes
416120,Sangli,yes
416121,Ichalkaranji,yes
416122,Kolhapur,yes
416143,Ichalkaranji,yes
416144,Ichalkaranji,yes
416146,Sangli,yes
416202,Kolhapur,yes
416203,Ichalkaranji,yes
416204,Kolhapur,yes
416229,Kolhapur,yes
416232,Kolhapur,yes
416303,Sangli,yes
416304,Sangli,yes
416305,Sangli,yes
416417,Sangli,yes
416510,Sawantwadi,yes
416511,Sawantwadi,yes
416513,Sawantwadi,yes
416514,Sawantwadi,yes
416515,Sawantwadi,yes
416516,Sawantwadi,yes
416517,Sawantwadi,yes
416518,Sawantwadi,yes
416520,Sawantwadi,yes
416528,Kudal,yes
416529,Sawantwadi,yes
416531,Sawantwadi,yes
416601,Kankavali,yes
416602,Kankavali,yes
416609,Kankavali,yes
416812,Sawantwadi,yes
421302,"Greater Thane",yes
421305,"Greater Thane",yes
421308,"Greater Thane",yes
421311,"Greater Thane",yes
421401,Murbad,yes
421402,Dhasai,yes
422603,Sangamner,yes
422605,Sangamner,yes
422608,Sangamner,yes
422611,Sangamner,yes
423107,Shirdi,yes
423108,Malegaon,yes
423109,Shirdi,yes
423201,Malegaon,yes
423202,Malegaon,yes
423203,Malegaon,yes
423205,Malegaon,yes
423206,Malegaon,yes
423212,Malegaon,yes
423601,Kopargaon,yes
423602,Kopargaon,yes
423603,Kopargaon,yes
423604,Kopargaon,yes
423605,Kopargaon,yes
424001,Dhule,yes
424002,Dhule,yes
424004,Dhule,yes
424005,Dhule,yes
424006,Dhule,yes
424101,Chalisgaon,yes
424102,Chalisgaon,yes
424103,Chalisgaon,yes
424106,Chalisgaon,yes
424301,Dhule,yes
424311,Dhule,yes
425101,Jalgaon,yes
425102,Jalgaon,yes
425103,Jalgaon,yes
425114,Jalgaon,yes
425116,Jalgaon,yes
425201,Bhusawal,yes
425203,Bhusawal,yes
425301,Bhusawal,yes
425305,Bhusawal,yes
425307,Bhusawal,yes
425308,Bhusawal,yes
425309,Bhusawal,yes
425411,Nandurbar,yes
425412,Nandurbar,yes
425416,Nandurbar,yes
425422,Nandurbar,yes
425501,Bhusawal,yes
425503,Bhusawal,yes
425519,Bhusawal,yes
431122,Beed,yes
431125,Beed,yes
431202,Jalna,yes
431203,Jalna,yes
431204,Jalna,yes
431213,Jalna,yes
431401,Parbhani,yes
431402,Parbhani,yes
431513,Hingoli,yes
431515,Parli,yes
431517,Ambajogai,yes
431520,Parli,yes
431521,Parbhani,yes
431523,Ambajogai,yes
431530,Parli,yes
431540,Parbhani,yes
431702,Hingoli,yes
431705,Hingoli,yes
431719,Udgir,yes
431745,Nanded,yes
711401,Howrah,yes
441110,Nagpur,yes
441113,Nagpur,yes
441404,Nagpur,yes
441601,Gondia,yes
441614,Gondia,yes
441801,Gondia,yes
122504,Pataudi,yes
122505,Gurgaon,yes
416009,Kolhapur,yes
441902,Gondia,yes
441904,Bhandara,yes
441905,Bhandara,yes
441906,Bhandara,yes
441912,Tumsar,yes
441913,Bhandara,yes
441915,Tumsar,yes
441924,Bhandara,yes
442001,Wardha,yes
442003,Wardha,yes
442005,Wardha,yes
442006,Wardha,yes
442102,Wardha,yes
442104,Wardha,yes
